keyword_text,match_type,clicks,impressions,conversions,cost_eur,conversion_value,quality_score
casual shoes,broad,203,6766,12,655.88,4572.24,5
hiking shoes,exact,164,1458,  14  ,326.11,4681.99,9
shoe store,exact,71,999,1,75.59,"595,61",7
luxury shoes,phrase,190,3342,7,810.04,N/A,7
vans sneakers,phrase,117,4656,2,485.05,849.66,5
luxury shoes,phrase,44,1683,1,188.34,179.03,5
work shoes,exact,78,655,2,137.46,797.81,10
shoe brands,exact,58,794,0,275.24,0.0,7
men shoes,exact,29,295,1,68.5,254.95,7
adidas  ultraboost,broad,76,9783,4,264.62,552.42,6
marathon shoes,broad,30,3827,1,70.19,495.62,6
winter boots,exact,94,1016,9,443.74,549.75,7
shoe colors,exact,146,1070,7,409.85,851.54,8
training shoes,exact,256,1860,12,1245.18,1136.82,10
shoe sizes,phrase,145,3590,9,602.04,3594.0,-
wide fit shoes,broad,51,2274,3,73.43,  510.04  ,4
shoe outlet,phrase,137,3307,11,91.06,4235.06,-7
leather shoes,phrase,250,3134,18,677.82,7641.72,5
shoe buying guide,phrase,228,3996,20,751.14,9011.74,8
women sports shoes,broad,295,7846,25,1394.86,6914.18,5
shoe shop,phrase,164,2337,1,580.35,457.65,6
WORK SHOES,broad,69,4643,3,144.46,1254.42,3
shoe sizes,phrase,22,623,1,85.54,281.04,5
training shoes,broad,128,4247,10,404.78,1229.66,6
winter boots,exact,40,752,2,97.82,937.79,7
shoe clearance,broad,118,5515,4,63.43,814.67,3
crossfit shoes,broad,127,9905,8,362.14,1384.1,3
shoe comparison,phrase,114,2781,7,424.22,860.11,6
online shoes,exact,51,1000,0,183.77,0.0,8
ADIDAS ULTRABOOST,phrase,134,2112,10,81.23,1957.15,5
shoe outlet,broad,108,3090,6,75.58,1996.69,3
skechers memory foam,exact,41,757,3,96.26,384.74,7
wide fit shoes,broad,367,9571,11,872.35,2321.82,6
narrow shoes,broad,345,9127,25,964.08,4150.02,4
affordable shoes,phrase,108,3439,7,524.57,602.05,6
shoe comparison,exact,115,1500,899.95,294.95,3729.67,7
vans sneakers,exact,39,675,1,99.66,178.02,10
luxury shoes,phrase,209,2653,11,537.89,5473.43,6
leather shoes,broad,32,1081,2,147.52,695.15,5
yoga shoes,phrase,136,2367,6,597.09,1567.03,6
converse all star,phrase,90,1448,6,60.8,1162.06,5
walking shoes,phrase,56,1808,2,271.16,764.39,8
men shoes,broad,18,1174,1,28.59,492.25,4
tennis shoes,phrase,20,632,1,13.59,384.03,8
tennis shoes,exact,17,213,1,47.24,440.98,7
winter boots,phrase,28,911,1,66.06,56.86,7
affordable shoes,phrase,347,4457,29,762.53,11299.14,5
shoe sizes,broad,57,6038,4,84.71,1759.74,5
leather shoes,broad,66,5080,4,313.41,1024.17,6
shoe outlet,exact,237,1614,12,371.49,5547.78,9
casual shoes,broad,27,2703,2,69.1,462.91,3
waterproof shoes,phrase,103,2079,5,422.74,292.75,8
converse all star,broad,88,8201,2,410.29,574.43,6
running shoes,exact,205,1754,13,  465.18  ,5957.43,7
brand shoes,phrase,124,4283,11,545.58,4299.2,6
running shoes,exact,85,1555,2,397.19,691.44,8
shoe store,phrase,60,861,4,36.45,397.37,7
winter boots,broad,63,2128,4,283.53,468.99,6
luxury shoes,exact,205,1523,19,328.53,4078.05,9
walking shoes,phrase,141,2409,10,187.29,3219.09,6
shoe colors,phrase,211,3672,18,983.63,3691.19,7
marathon shoes,phrase,333,4454,14,920.18,4942.91,8
luxury shoes,phrase,104,2734,5,231.7,465.74,5
adidas ultraboost,phrase,55,2041,1,173.08,76.42,8
leather shoes,broad,178,9281,3,652.85,1423.22,4
crossfit shoes,phrase,40,1474,3,20.76,1365.61,8
trail running shoes,phrase,69,2803,2,88.28,134.99,7
yoga shoes,exact,91,654,1,260.56,317.36,8
winter boots,broad,102,5713,2,312.09,142.88,6
narrow shoes,exact,85,1049,6,116.58,2155.19,8
hiking shoes,phrase,82,1508,3,312.5,1175.84,7
shoe promotion,phrase,34,"547,00",1,86.16,445.87,8
adidas ultraboost,broad,90,8050,2,87.71,569.45,6
casual shoes,exact,222,1602,8,367.8,715.28,8
winter boots,phrase,76,1893,5,265.04,1946.48,5
brand shoes,phrase,181,2325,5,642.44,1832.89,7
formal shoes,broad,79,9006,6,265.89,2128.13,4
shoe ratings,broad,5,1091,0,16.74,0.0,4
men shoes,exact,195,1312,7,943.74,2830.15,10
shoe shop,phrase,91,3069,-5,275.62,649.42,6
women sports shoes,phrase,184,4015,5,342.91,2355.11,7
shoe reviews,exact,64,603,5,178.88,831.17,10
gym shoes,phrase,196,2958,13,485.5,5904.63,6
adidas ultraboost,phrase,174,2655,11,865.41,3527.96,7
shoe brands,broad,92,2571,2,226.56,590.38,  5  
yoga shoes,broad,128,8628,2,571.46,991.53,5
skechers memory foam,phrase,172,2644,3,467.94,356.91,5
shoe reviews,broad,153,9540,13,316.73,871.11,3
vans sneakers,broad,252,8687,8,368.99,527.27,4
shoe brands,broad,17,2071,0,15.96,0.0,3
gym shoes,phrase,147,4382,5,432.26,867.91,6
shoe clearance,exact,149,1097,2,257.61,410.02,7
men shoes,phrase,202,  2898  ,2,261.87,254.07,7
walking shoes,broad,284,8652,9,1325.35,994.22,4
shoe colors,exact,55,550,2,67.77,270.8,7
wide fit shoes,broad,;63;,2816,1,207.42,440.68,5
shoe comparison,exact,36,435,1,173.81,272.06,7
brand shoes,phrase,94,1692,4,93.31,1129.8,6
converse all star,phrase,66,1872,1,231.18,284.14,7
walking shoes,exact,67,627,5,76.32,2002.2,10
shoe shop,broad,160,9137,3,682.66,753.2,6
gym shoes,phrase,266,4326,20,233.41,1214.36,5
women sports shoes,phrase,68,2272,0,200.8,0.0,5
work shoes,phrase,200,4095,3,258.96,630.81,7
adidas ultraboost,broad,68,8107,1,328.96,298.16,6
kids shoes,exact,25,192,1,40.1,189.24,9
formal shoes,broad,64,8956,3,234.62,506.79,5
shoe store,broad,169,5901,14,415.23,6525.47,5
men shoes,exact,13,190,0,16.0,0.0,  8  
reebok nano,phrase,49,878,2,240.55,812.36,8
shoe outlet,phrase,118,3642,3,180.63,179.44,6
shoe clearance,phrase,188,4126,12,898.77,4678.82,7
converse all star,phrase,244,3565,13,147.5,3950.47,8
yoga shoes,phrase,58,923,3,159.62,564.18,6
soccer shoes,exact,73,509,6,157.99,2317.72,7
waterproof shoes,broad,131,4990,10,208.64,2120.68,4
shoe colors,broad,62,3728,6,164.67,1001.36,6
narrow shoes,exact,135,1139,999999,75.34,2436.49,7
reebok nano,phrase,196,2692,12,419.02,2676.05,8
nike air max,broad,229,6425,20,973.97,5679.0,5
skechers  memory  foam,phrase,154,2433,1,664.43,361.89,6
nike air max,broad,44,4284,1,129.14,441.39,4
SHOE OUTLET,broad,135,3803,12,"86,11",5051.03,5
basketball shoes,phrase,317,4353,21,1199.94,4152.54,7
training shoes,broad,11,1651,0,5.72,0.0,6
marathon shoes,phrase,104,1445,7,317.91,1805.21,6
shoe models,phrase,86,2324,7,52.74,3340.81,5
gym shoes,exact,65,707,4,266.34,454.79,7
gym shoes,phrase,140,3401,8,74.19,407.15,7
crossfit shoes,phrase,126,4016,2,158.37,346.17,5
affordable shoes,broad,36,2490,2,176.43,437.04,4
hiking shoes,exact,92,657,3,92.66,893.66,9
online shoes,broad,53,6899,1,183.37,370.27,6
leather shoes,phrase,156,2086,15,435.31,4809.2,7
trail running shoes,exact,93,1484,7,87.16,1750.89,8
women sports shoes,phrase,134,4259,13,432.29,2131.61,6
shoe models,exact,36,576,0,167.91,0.0,8
shoe shop,exact,146,1806,2,595.66,191.04,10
converse all star,phrase,147,2104,8,473.79,3650.41,6
training shoes,phrase,385,4981,30,434.55,6607.48,7
reebok nano,phrase,266,4544,13,839.04,-5348.38,6
walking shoes,phrase,282,3609,18,967.63,1778.19,7
shoe store,phrase,106,3573,7,384.13,2970.93,8
brand shoes,broad,57,2007,4,,799.17,4
tennis shoes,broad,94,5151,3,311.08,961.43,5
shoe brands,exact,,1880,1,231.12,470.71,8
wide fit shoes,broad,48,1786,2,49.7,494.86,3
converse all star,exact,81,947,6,151.83,1887.88,8
winter boots,exact,20,188,0,21.09,0.0,8
tennis shoes,phrase,70,2925,1,N/A,223.62,6
running shoes,phrase,59,2601,1,50.47,472.28,5
converse  all  star,phrase,57,1807,4,31.02,1212.96,5
walking shoes,broad,215,6341,15,806.11,1623.1,3
shoe clearance,exact,66,1066,4,232.87,"1.537,35",9
luxury shoes,phrase,306,4377,20,450.98,1828.66,8
running shoes,phrase,202,2880,4,948.99,292.58,7
shoe  sizes,broad,293,9650,23,1321.07,4744.86,3
summer sandals,exact,121,1422,2,497.77,936.03,7
narrow shoes,broad,45,3634,1,44.61,212.37,6
adidas ultraboost,broad,70,3106,1,64.37,463.0,5
shoe discount,exact,263,1826,4,1090.76,448.27,8
leather shoes,phrase,112,1721,8,506.99,3631.7,7
shoe colors,exact,43,484,1,71.78,82.6,9
tennis shoes,phrase,27,534,2,53.08,536.79,7
yoga shoes,phrase,202,3771,18,153.39,2569.52,7
vans sneakers,phrase,95,1795,2,335.44,112.49,5
vans sneakers,broad,62,7732,-100,243.83,1356.72,6
online shoes,broad,211,5490,9,132.69,3562.0,5
nike air max,phrase,155,2099,7,287.22,2321.64,5
tennis shoes,broad,136,3698,13,615.68,5395.66,5
yoga shoes,exact,39,689,2,69.99,227.27,7
shoe comparison,phrase,144,2321,6,144.5,504.13,6
soccer shoes,phrase,234,3622,7,234.23,2698.01,5
nike air max,broad,185,5681,11,897.96,4548.58,4
shoe promotion,broad,50,5763,4,231.18,1183.11,3
marathon shoes,exact,44,884,3,180.61,738.48,10
affordable shoes,broad,159,4176,  6  ,545.49,1608.72,5
vans sneakers,broad,64,8870,2,303.39,235.11,6
skechers memory foam,exact,201,1831,15,396.32,6690.91,10
shoe sizes,broad,175,9083,5,150.78,2131.69,3
shoe brands,broad,53,5943,0,148.51,0.0,4
shoe promotion,exact,65,544,4,74.15,1257.83,7
casual shoes,phrase,196,832.9,6,484.8,1420.4,8
reebok nano,exact,89,1471,5,219.69,765.41,9
men shoes,phrase,268,4169,19,187.24,5140.8,7
winter boots,exact,15,209,0,20.64,0.0,7
luxury shoes,broad,66,3578,3,308.34,652.13,4
discount shoes,phrase,54,;1688;,3,249.15,1030.9,8
shoe brands,phrase,272,4902,15,1053.55,4019.12,6
brand shoes,exact,280,1927,11,659.41,4820.31,10
 kids shoes ,phrase,69,1274,0,143.01,0.0,8
shoe reviews,phrase,54,967,4,53.54,1570.94,  5  
climbing shoes,phrase,65,2415,0,60.78,0.0,7
puma running,exact,233,1587,17,1056.71,2595.79,8
DISCOUNT SHOES,exact,88,619,5,287.5,1378.18,7
leather shoes,exact,194,1535,7,481.17,896.74,8
adidas ultraboost,exact,39,550,2,152.52,567.06,7
marathon shoes,phrase,262,4549,24,1037.79,8714.5,8
yoga shoes,exact,73,1393,5,76.74,395.39,7
leather shoes,phrase,182,3544,13,776.84,5753.45,5
winter boots,phrase,250,4022,11,463.45,2510.62,6
women sports shoes,broad,104,2850,2,64.13,224.66,5
shoe store,phrase,107,1573,9,352.16,2145.32,8
formal shoes,phrase,44,1422,2,91.17,367.4,8
discount shoes,exact,19,297,0,48.85,0.0,8
adidas ultraboost,broad,132,4020,12,350.62,1729.58,6
adidas ultraboost,phrase,47,1300,2,49.74,485.15,78.28
women sports shoes,phrase,999999,861,1,57.82,51.41,6
yoga shoes,broad,10,1628,0,23.32,0.0,6
yoga shoes,phrase,194,2482,5,125.94,1991.33,8
brand shoes,broad,151,6859,8,423.24,3893.72,4
running shoes,phrase,233,2946,4,1089.42,719.94,8
casual shoes,phrase,142,2589,5,242.61,483.12,6
work shoes,phrase,129,2400,10,495.92,1376.16,5
discount shoes,phrase,120,1514,7,224.97,1591.02,8
wide fit shoes,phrase,90,3928,6,385.85,2121.46,7
climbing shoes,phrase,112,3627,8,275.93,1615.02,5
reebok nano,broad,79,8260,89,45.53,345.25,4
reebok nano,broad,38,1859,;0;,35.04,0.0,4
walking shoes,phrase,45,623,2,121.76,500.8,8
winter boots,phrase,177,2723,13,588.15,977.63,7
running shoes,broad,190,5401,15,732.28,2457.21,6
skechers memory foam,broad,27,1275,2,100.46,589.88,5
narrow shoes,exact,13,139,0,46.37,0.0,8
soccer shoes,exact,44,832,1,203.25,249.52,10
shoe clearance,broad,278,8427,26,957.47,2585.49,5
shoe outlet,exact,43,296,0,165.02,0.0,9
shoe models,broad,38,5831,3,172.55,1186.84,6
formal shoes,exact,112,1144,9,344.81,1796.7,7
kids shoes,exact,152,1448,13,275.11,3314.24,9
walking shoes,phrase,13,523,0,53.84,0.0,7
wide fit shoes,phrase,248,4547,14,656.41,2071.46,8
shoe ratings,broad,14,2395,0,49.09,0.0,5
climbing shoes,broad,164,6036,9,262.59,3176.62,4
affordable shoes,broad,127,9638,7,92.58,1120.29,5
crossfit shoes,phrase,90,2541,7,130.03,1734.47,8
shoe store,phrase,112,2218,7,376.5,1587.6,7
winter boots,exact,162,1191,10,731.81,3591.72,7
trail  running  shoes,broad,261,7232,5,906.98,714.57,3
shoe discount,exact,13,149,0,45.01,0.0,10
leather shoes,phrase,52,1058,2,149.93,982.42,7
shoe sale,exact,165,1218,10,244.01,1784.37,9
affordable shoes,broad,238,8810,18,808.77,8006.87,3
shoe shop,exact,135,979,12,146.56,3178.15,7
yoga shoes,phrase,81,3188,5,118.87,603.55,6
women sports shoes,exact,148,1818,12,399.67,-1754.36,9
vans sneakers,exact,2295,1295,1,101.03,442.68,10
nike air max,phrase,152,2713,5,732.75,1534.16,6
puma running,broad,165,9774,6,540.84,1755.8,4
shoe sale,broad,242,7926,14,863.16,4007.48,3
crossfit shoes,phrase,304,4991,213.80,1288.47,6174.28,5
affordable shoes,exact,62,582,4,118.73,355.94,9
converse all star,exact,94,1626,2,264.37,234.32,7
puma running,phrase,117,2930,4,228.63,705.56,6
discount shoes,exact,134,1297,3,654.49,877.44,7
women sports shoes,exact,154,1169,10,368.49,3505.28,7
shoe shop,phrase,78,3403,7,360.72,1340.97,7
crossfit shoes,phrase,60,1494,0,249.39,0.0,8
winter boots,exact,229,1867,22,683.52,6425.15,9
shoe sizes,broad,86,6819,1,414.21,102.68,4
shoe shop,broad,195,6733,3,300.87,360.21,5
shoe sale,broad,94,7328,8,275.82,754.46,6
winter boots,exact,96,994,9,278.22,1610.17,10
shoe discount,broad,6,1340,0,24.01,0.0,5
shoe sizes,exact,68,1080,5,179.6,1474.06,9
affordable shoes,phrase,147,2121,14,637.91,5890.45,8
affordable shoes,phrase,76,1977,4,322.64,773.95,7
waterproof shoes,exact,17,140,0,81.66,0.0,7
wide fit shoes,exact,68,1345,4,108.67,478.97,9
hiking  shoes,broad,134,5401,1,402.27,58.7,3
narrow shoes,broad,220,5745,19,724.54,3714.07,6
summer sandals,phrase,71,1700,2,332.51,860.51,7
converse all star,exact,242,1817,22,480.96,4112.55,10
converse all star,broad,45,1943,0,120.95,0.0,4
wide fit shoes,broad,13,1805,23,40.84,0.0,5
crossfit shoes,phrase,196,4545,19,729.4,973.65,7
gym shoes,exact,82,744,3,387.65,1495.12,9
women sports shoes,broad,48,1943,2,117.5,450.72,5
shoe shop,exact,210,1466,"7,00",160.9,1273.88,9
crossfit shoes,phrase,283,4113,24,306.57,4356.04,6
casual shoes,exact,166,1413,10,253.67,2596.47,9
work shoes,exact,131,1003,4,377.94,1295.85,7
reebok nano,phrase,160,2453,14,728.64,6791.68,8
shoe reviews,phrase,  143  ,2635,6,600.6,1064.33,5
shoe outlet,broad,159,4076,4,316.77,873.79,4
marathon shoes,phrase,131,4253,7,183.58,2902.43,6
formal shoes,exact,74,1037,6,101.52,1035.19,10
reebok nano,broad,30,1741,2,131.37,581.19,6
winter boots,broad,162,9148,5,536.86,1993.06,6
women sports shoes,broad,57,2073,1,194.73,346.9,5
narrow shoes,phrase,69,3245,5,247.01,1855.38,8
shoe ratings,phrase,178,2406,13,335.09,3037.96,7
yoga shoes,exact,37,680,3,62.21,1117.99,10
shoe shop,exact,23,161,1,66.65,268.74,10
leather shoes,phrase,116,1651,6,457.17,868.11,5
nike air max,broad,168,8756,6,754.56,1214.29,4
hiking shoes,broad,196,7904,15,501.38,3074.49,6
basketball shoes,phrase,233,2947,4,915.22,1231.03,5
women sports shoes,phrase,156,3313,9,726.59,2913.78,6
 men shoes ,exact,100,1842,9,186.35,3677.27,8
luxury shoes,exact,221,1481,19,967.87,2428.59,10
affordable shoes,phrase,251,3431,10,959.07,2704.25,6
shoe buying guide,broad,95,3829,1,204.07,398.58,4
 trail running shoes ,broad,207,6432,13,172.22,3493.73,4
shoe promotion,phrase,161,2251,13,614.66,2522.71,6
hiking shoes,phrase,37,1522,1,135.89,180.54,8
work shoes,exact,156,1666,15,603.97,3673.4,9
shoe shop,exact,218,1836,11,852.72,2231.77,7
waterproof shoes,broad,148,5355,13,241.93,3076.11,5
walking shoes,exact,147,1658,2,485.0,762.41,10
summer sandals,phrase,357,4765,18,429.61,4209.87,7
training shoes,exact,73,806,	0	,49.89,0.0,9
luxury shoes,phrase,132,4097,4,294.67,423.52,7
tennis shoes,phrase,73,1181,2,323.54,277.94,8
men shoes,phrase,161,4325,1,679.29,225.03,7
shoe brands,exact,116,1561,4,63.3,,9
summer sandals,phrase,89,2575,999999,204.56,283.06,5
shoe colors,broad,206,6043,10,-987.73,4579.83,5
waterproof shoes,exact,228,1532,10,1038.77,2360.37,7
men shoes,phrase,54,1643,0,101.53,0.0,8
shoe models,broad,41,1580,0,122.96,0.0,4
work shoes,exact,193,1714,5,397.5,2073.9,8
basketball shoes,phrase,128,3193,4,629.62,1275.8,5
reebok nano,broad,23,2637,2,106.22,781.66,6
adidas ultraboost,broad,41,3425,2,136.1,802.13,3
shoe discount,exact,78,1404,3,117.2,586.69,9
shoe brands,phrase,60,1645,2,143.94,324.07,5
shoe sizes,broad,158,7561,12,574.41,2677.67,5
online  shoes,phrase,59,1946,3,61.91,1462.28,7
shoe colors,phrase,103,2792,7,428.41,2020.57,6
marathon shoes,broad,128,6979,6,223.18,1657.03,6
leather shoes,phrase,273,4308,4,378.55,1630.05,5
discount shoes,broad,13,1386,0,56.59,0.0,5
nike air max,exact,136,918,7,257.85,2214.08,8
walking shoes,phrase,4668,3668,10,515.44,3608.88,7
women sports shoes,exact,74,1270,4,325.34,200.06,9
shoe store,broad,54,9546,0,123.79,0.0,4
affordable shoes,broad,37,1828,2,174.84,524.48,5
winter boots,phrase,267,4022,4,181.09,1055.21,6
walking shoes,broad,22,1289,2,13.81,468.4,4
shoe outlet,phrase,168,3297,4,106.96,598.4,8
trail running shoes,exact,92,1115,7,415.04,2005.44,8
shoe sale,phrase,129,4465,4,256.37,274.6,7
training shoes,broad,126,5298,8,506.96,901.83,6
waterproof shoes,broad,98,9522,6,243.03,2542.92,3
shoe comparison,phrase,135,2218,9,217.01,2302.01,5
women sports shoes,broad,130,3930,9,548.77,2722.79,4
shoe store,phrase,257,4226,10,195.61,3522.82,6
yoga shoes,phrase,141,3046,7,298.8,1070.26,6
shoe discount,exact,84,585,7,339.15,2003.0,8
gym shoes,broad,183,6101,13,137.65,3071.16,3
basketball shoes,broad,356,9077,6,233.1,356.85,4
soccer shoes,phrase,184,2822,12,524.73,4948.07,8
tennis shoes,phrase,243,4229,8,239.7,1892.76,7
wide fit shoes,phrase,30,1246,1,149.73,220.47,6
climbing shoes,exact,93,774,7,155.6,1253.18,9
online shoes,phrase,101,2688,5,303.62,1342.41,5
shoe comparison,phrase,92,4241,5,319.35,2217.09,7
reebok nano,phrase,167,2656,8,778.74,"78,29",6
reebok nano,exact,74,875,6,201.11,828.91,7
shoe outlet,exact,30,372,1,37.4,53.81,8
shoe models,exact,35,451,2,19.63,144.17,9
skechers memory foam,broad,22,2280,0,102.25,0.0,4
discount shoes,broad,273,7515,15,1048.96,2015.22,4
waterproof shoes,exact,22,256,1,46.51,211.2,9
shoe comparison,broad,181,8947,4,773.05,1127.43,3
crossfit shoes,broad,263,6956,23,1196.81,5917.87,3
online shoes,phrase,107,3839,5,155.25,708.07,7
brand shoes,exact,193,1948,3,351.9,1273.45,7
shoe ratings,phrase,76,3084,5,115.63,2348.8,7
shoe reviews,exact,248,1665,24,1082.71,10479.2,7
luxury shoes,broad,265,9009,15,1035.43,N/A,5
adidas ultraboost,phrase,38,1638,0,79.7,0.0,6
waterproof shoes,phrase,194,3145,6,120.2,569.05,7
tennis shoes,broad,157,4496,12,672.25,882.52,3
shoe clearance,phrase,261,3431,24,1295.39,7551.15,6
nike air max,phrase,137,1937,2,436.74,277.69,5
shoe brands,phrase,151,4027,4,570.46,454.79,6
vans sneakers,exact,27,305,1,123.28,399.88,99
gym shoes,broad,76,2137,7,124.52,2898.66,6
women sports shoes,broad,85,2929,5,132.38,735.79,6
wide fit shoes,phrase,175,3064,8,614.62,3872.16,6
shoe buying guide,phrase,230,4342,-7,319.97,2448.16,7
crossfit shoes,broad,126,5144,9,372.73,1556.46,4
trail running shoes,phrase,94,2265,4,119.55,994.32,5
shoe buying guide,phrase,278,4504,22,951.49,2467.94,21.18
adidas ultraboost,phrase,146,3188,11,140.42,2210.74,7
shoe models,broad,156,4127,7,310.93,1510.33,6
winter boots,exact,175,1825,10,852.58,2198.0,7
shoe brands,phrase,141,3932,  10  ,73.81,2552.21,6
shoe shop,broad,315,8837,25,745.6,10646.98,3
kids shoes,exact,165,1348,3,202.9,1124.72,7
affordable shoes,phrase,63,1292,3,37.17,549.61,6
vans sneakers,exact,68,1183,2,153.42,818.86,7
shoe sale,exact,53,452,2,55.53,518.02,9
adidas ultraboost,phrase,266,3735,10,814.65,3001.49,5
shoe brands,broad,162,4144,4,620.55,1259.7,6
formal shoes,phrase,  31  ,584,0,92.19,0.0,8
shoe discount,phrase,114,2271,4,523.09,1329.75,8
shoe colors,exact,230,1990,19,668.41,1349.66,7
basketball shoes,broad,216,7323,9,750.05,507.82,3
narrow shoes,exact,83,625,1,375.83,404.52,10
shoe clearance,exact,229,1676,#16#,406.22,1438.02,7
formal shoes,exact,21,153,1,23.33,184.35,7
climbing shoes,phrase,111,3751,1,NULL,54.6,8
reebok nano,phrase,94,1706,4,205.52,1158.31,5
waterproof shoes,phrase,337,4476,10,798.52,1717.72,8
nike air max,phrase,100,1711,9,398.97,782.29,8
tennis shoes,phrase,163,2712,14,738.77,1954.33,7
shoe brands,broad,159,7406,15,189.54,2123.83,5
marathon shoes,phrase,185,2550,11,536.34,553.38,7
skechers memory foam,exact,93,1396,9,91.23,4037.27,8
shoe colors,broad,152,7344,2,253.79,731.24,6
men shoes,exact,104,1319,6,137.82,2887.3,9
yoga shoes,exact,96,1222,6,57.14,602.28,9
shoe brands,phrase,246,3586,13,755.86,3079.68,7
skechers memory foam,phrase,86,1545,5,,338.65,5
soccer shoes,phrase,88,3235,1,328.63,229.12,6
summer sandals,phrase,120,2808,2,65.9,990.33,8
waterproof shoes,phrase,259,3757,9,764.35,4118.99,6
shoe clearance,broad,163,8352,4,696.44,1091.76,5
online shoes,broad,37,1672,3,99.78,1217.17,4
shoe models,phrase,|71|,1545,5,147.34,2248.47,5
narrow shoes,broad,59,9452,1,166.88,75.3,4
vans sneakers,broad,104,7693,8,146.45,2453.26,3
online shoes,broad,141,6967,8,543.75,1312.45,4
casual shoes,broad,80,7956,7,332.93,1817.25,5
online shoes,phrase,295,4229,15,936.63,6204.08,8
discount shoes,exact,56,460,4,228.77,873.72,10
vans sneakers,exact,133,1930,2,436.5,185.28,9
shoe models,broad,100,9476,6,406.87,2114.14,3
crossfit shoes,broad,31,1762,1,151.47,"166,16",5
men shoes,broad,303,7867,30,1474.78,13925.76,5
CROSSFIT SHOES,phrase,145,3851,7,78.58,1258.05,5
walking shoes,broad,165,7686,3,177.69,907.26,5
waterproof shoes,broad,92,6228,2,380.44,392.87,4
online shoes,phrase,125,2576,1,506.66,153.32,7
summer sandals,phrase,92,2889,8,135.96,2410.06,6
converse all star,phrase,167,4089,11,227.93,1253.98,7
discount shoes,exact,90,1531,0,402.55,0.0,9
leather shoes,broad,57,8776,1,70.75,470.83,3
work shoes,exact,136,1999,7,292.06,3441.06,8
shoe ratings,exact,99,921,2,-327.19,636.24,8
luxury shoes,broad,95,4527,9,206.13,3117.41,6
shoe discount,phrase,59,1047,4,188.34,810.26,7
